pm10,pm2_5,co,no2,o3,so2
34.0,99.0,5.4,5.0,25.2,0.7
18.5,29.0,7.5,2.6,4.3,1.4
3.0,4.0,0.1,0.2,10.5,0.4
29.0,56.0,5.6,28.2,4.8,0.2
20.0,55.0,4.5,12.4,22.8,1.2666666666666666
12.0,16.0,3.4,6.5,0.1,2.3333333333333335
1.0,5.0,2.3,18.6,29.4,3.4
10.5,21.5,2.6666666666666665,13.05,21.1,3.4714285714285715
20.0,38.0,3.033333333333333,7.5,12.8,3.5428571428571427
24.0,21.0,3.4,7.1,17.6,3.6142857142857143
28.0,68.0,2.2,16.2,1.6,3.6857142857142855
5.0,99.0,1.9,7.8,13.0,3.757142857142857
8.5,38.0,3.9,30.6,20.2,3.8285714285714283
12.0,25.0,5.9,29.1,27.4,3.9
40.0,76.0,6.4,18.8,45.5,4.1
20.0,27.0,1.2,1.0,18.4,6.45
29.0,56.0,1.9333333333333333,19.6,33.1,8.8
19.0,28.5,2.666666666666667,14.450000000000001,35.35,5.15
9.0,1.0,3.4,9.3,37.6,1.5
12.5,17.0,1.9,4.2,30.4,0.2
16.0,30.0,2.1,1.7,47.2,0.3
14.333333333333334,23.0,0.1,9.2,1.7,0.4
12.666666666666666,48.0,0.1,7.0,3.9,0.5
11.0,34.0,0.1,4.6,7.949999999999999,1.25
48.0,39.0,0.1,10.3,12.0,2.0
53.333333333333336,57.66666666666667,1.9000000000000001,9.0,13.05,3.033333333333333
58.666666666666664,76.33333333333334,3.7,7.700000000000001,14.1,4.066666666666666
64.0,95.0,5.5,6.4,30.85,5.1
85.0,89.0,3.7,9.6,47.6,3.1
10.0,1.0,3.4,7.5,36.8,4.3
15.0,35.0,0.1,10.7,26.75,2.3
24.0,42.0,1.55,26.9,16.7,1.25
10.0,20.0,3.0,4.0,26.8,0.2
49.0,62.0,3.675,14.7,14.7,0.6
34.0,17.0,4.35,13.8,23.166666666666664,7.6
28.5,61.0,5.025,8.100000000000001,31.633333333333333,6.233333333333333
23.0,21.0,5.7,2.4,40.1,4.866666666666667
35.0,70.0,4.4,18.9,3.9,3.5
16.0,13.0,8.55,6.4,24.8,2.25
10.0,20.0,12.7,1.6,23.200000000000003,1.0
12.666666666666666,33.0,11.4,2.9000000000000004,21.6,0.2
15.333333333333332,38.0,10.1,4.2,15.75,1.7999999999999998
18.0,50.0,8.8,5.5,9.9,3.4
15.0,6.0,5.75,3.9,20.450000000000003,1.9
12.0,23.0,2.7,2.3,31.0,0.4
11.0,27.0,1.2,9.7,28.9,0.8
79.0,117.0,3.7,6.1,63.3,6.3
23.0,55.0,2.0,12.5,46.599999999999994,3.3
16.0,30.0,0.3,1.4,29.9,0.3
15.0,10.0,6.7,20.5,0.8,0.3
24.0,55.0,0.1,18.3,8.6,0.5
17.0,36.0,0.1,19.2,16.4,0.5
23.0,33.0,0.8,1.9,19.2,0.5
7.0,10.0,0.45,1.4,20.799999999999997,0.6
12.0,30.0,0.1,4.6,22.4,1.6
56.0,120.0,0.1,42.0,21.2,0.9500000000000001
36.5,73.0,0.1,2.5,20.0,0.3
17.0,26.0,0.1,0.6,10.5,1.9
15.0,21.0,0.1,10.6,33.3,1.7
10.0,25.0,0.1,6.5,42.4,1.5
12.6,161.0,1.3800000000000001,6.4,35.78,1.72
15.2,120.0,2.66,6.3,29.16,1.94
17.8,77.0,3.94,6.2,22.54,2.16
20.4,34.0,5.22,6.1,15.920000000000002,2.38
23.0,64.0,6.5,6.0,9.3,2.6
12.0,31.0,4.6,2.8,30.2,0.6
19.0,47.0,2.7,7.1,22.6,0.9
20.0,42.0,1.8333333333333335,10.05,21.6,0.8
15.0,45.0,0.9666666666666668,13.0,28.6,0.7
10.0,21.0,0.1,5.5,24.4,0.6
11.0,30.0,0.1,17.0,18.7,0.35
26.0,40.0,1.0,10.4,13.0,0.1
11.0,41.0,1.5,3.8,8.0,0.8
21.0,53.0,10.0,34.3,6.4,1.5
24.0,15.0,6.4,3.7,21.0,5.1
27.0,21.0,2.5,12.8,20.3,1.6
23.25,16.5,2.24,13.4,17.52,1.5166666666666668
19.5,12.0,1.98,14.0,14.74,1.4333333333333333
15.75,5.0,1.72,14.600000000000001,11.96,1.35
12.0,25.0,1.46,15.200000000000001,9.18,1.2666666666666668
17.0,26.0,1.2,15.8,6.4,1.1833333333333336
22.0,55.0,2.8999999999999995,16.0,17.5,1.1
15.0,28.0,4.6,0.9,11.0,0.1
17.0,61.0,0.1,22.3,45.6,5.8
24.5,13.0,5.0,5.2,24.1,0.2
32.0,52.0,0.1,33.6,20.5,0.6
34.0,99.0,0.1,5.0,25.2,0.7
26.25,1.0,0.1,1.0,28.9,0.6499999999999999
18.5,16.0,0.1,13.9,16.1712,0.6
10.75,29.0,7.5,7.05,4.3,1.4
3.0,4.0,0.1,0.2,10.5,0.4
20.0,55.0,0.8,12.4,22.8,1.275
12.0,16.0,1.5000000000000002,6.5,0.1,2.15
28.0,68.0,2.2,16.2,1.6,3.025
12.0,25.0,5.9,29.1,27.4,3.9
40.0,76.0,6.4,18.8,45.5,4.1
21.0,28.0,1.2,1.0,18.4,6.45
29.0,56.0,2.3,19.6,33.1,8.8
9.0,1.0,3.4,9.3,37.6,1.5
12.5,17.0,1.9,4.2,30.4,0.2
16.0,30.0,2.1,1.7,47.2,0.3
13.5,23.0,0.1,9.2,1.7,0.8666666666666667
11.0,34.0,0.1,4.6,6.8500000000000005,1.4333333333333333
48.0,39.0,0.1,10.3,12.0,2.0
60.333333333333336,55.66666666666667,1.3,10.066666666666666,13.05,2.3666666666666667
72.66666666666667,72.33333333333334,2.5,9.833333333333334,14.1,2.7333333333333334
85.0,89.0,3.7,9.6,47.6,3.1
15.0,35.0,0.1,10.7,34.85,2.3
31.0,73.0,5.2,7.8,22.1,4.2
24.333333333333332,102.0,4.6,7.233333333333333,23.533333333333335,3.033333333333333
17.666666666666664,61.0,4.0,6.666666666666666,24.966666666666665,1.8666666666666667
11.0,34.0,3.4,6.1,26.4,0.7
15.0,34.0,2.8,2.8,40.7,3.1
10.0,21.0,0.1,2.8,28.1,2.7
20.0,46.0,0.1,24.7,31.3,2.3
20.0,33.0,1.45,6.9,23.2,1.9
14.0,27.5,2.8,1.9,25.65,1.5
14.0,22.0,0.1,8.7,28.1,1.1
10.0,20.0,12.7,1.6,17.35,1.0
16.0,42.0,5.3,6.3,6.6,3.6
14.0,6.0,4.0,4.3,18.799999999999997,2.0
12.0,23.0,2.7,2.3,31.0,0.4
11.0,27.0,1.2,9.7,28.9,0.8
79.0,117.0,3.7,6.1,63.3,6.3
16.0,30.0,1.9000000000000001,1.4,29.9,0.3
24.0,55.0,0.1,18.3,23.15,0.5
17.0,36.0,0.1,19.2,16.4,0.5
15.0,10.0,6.7,20.5,0.8,0.3
